Protein ID,Protein_ID,Entry Name,Description,Description1,AIFM1_1,AIFM1_2,AIFM1_3,AIFM1_4,AKIP_1,AKIP_2,AKIP_3,AKIP_4,ARP2_1,ARP2_2,ARP2_3,ARP2_4,ARP3B_1,ARP3B_2,ARP3B_3,ARP3B_4,ARPC1B_1,ARPC1B_2,ARPC1B_3,ARPC1B_4,BET1_1,BET1_2,BET1_3,BET1_4
Q13356,Q13356,PPIL2_HUMAN,RING-type E3 ubiquitin-protein ligase PPIL2,RING-type E3 ubiquitin-protein ligase PPIL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13371,Q13371,PHLP_HUMAN,Phosducin-like protein,Phosducin-like protein,0,1,1,0,0,0,0,0,6,8,6,5,2,2,2,2,0,0,0,0,0,0,0,0
Q13395,Q13395,TARB1_HUMAN,Probable methyltransferase TARBP1,Probable methyltransferase TARBP1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
Q13405,Q13405,RM49_HUMAN,Large ribosomal subunit protein mL49,Large ribosomal subunit protein mL49,0,0,0,0,3,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Q13409,Q13409,DC1I2_HUMAN,Cytoplasmic dynein 1 intermediate chain 2,Cytoplasmic dynein 1 intermediate chain 2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0
Q13416,Q13416,ORC2_HUMAN,Origin recognition complex subunit 2,Origin recognition complex subunit 2,1,1,1,0,9,5,5,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Q13423,Q13423,NNTM_HUMAN,"NAD(P) transhydrogenase, mitochondrial","NAD(P) transhydrogenase, mitochondrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13425,Q13425,SNTB2_HUMAN,Beta-2-syntrophin,Beta-2-syntrophin,0,0,0,0,2,1,3,1,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0
Q13426,Q13426,XRCC4_HUMAN,DNA repair protein XRCC4,DNA repair protein XRCC4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13428,Q13428,TCOF_HUMAN,Treacle protein,Treacle protein,21,20,24,21,34,28,30,31,14,14,16,18,2,1,1,1,6,11,10,8,1,1,0,0
Q13433,Q13433,S39A6_HUMAN,Zinc transporter ZIP6,Zinc transporter ZIP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13435,Q13435,SF3B2_HUMAN,Splicing factor 3B subunit 2,Splicing factor 3B subunit 2,6,4,4,2,15,16,14,14,4,5,3,3,0,0,1,0,1,2,1,2,1,1,0,0
Q13439,Q13439,GOGA4_HUMAN,Golgin subfamily A member 4,Golgin subfamily A member 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,36,33
Q13442,Q13442,HAP28_HUMAN,28 kDa heat- and acid-stable phosphoprotein,28 kDa heat- and acid-stable phosphoprotein,9,8,10,10,2,3,4,2,1,1,2,1,0,2,1,1,4,4,6,3,1,1,1,1
Q13443,Q13443,ADAM9_HUMAN,Disintegrin and metalloproteinase domain-containing protein 9,Disintegrin and metalloproteinase domain-containing protein 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q13445,Q13445,TMED1_HUMAN,Transmembrane emp24 domain-containing protein 1,Transmembrane emp24 domain-containing protein 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13451,Q13451,FKBP5_HUMAN,Peptidyl-prolyl cis-trans isomerase FKBP5,Peptidyl-prolyl cis-trans isomerase FKBP5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13464,Q13464,ROCK1_HUMAN,Rho-associated protein kinase 1,Rho-associated protein kinase 1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13480,Q13480,GAB1_HUMAN,GRB2-associated-binding protein 1,GRB2-associated-binding protein 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q13492,Q13492,PICAL_HUMAN,Phosphatidylinositol-binding clathrin assembly protein,Phosphatidylinositol-binding clathrin assembly protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2
Q13501,Q13501,SQSTM_HUMAN,Sequestosome-1,Sequestosome-1,3,1,2,1,2,5,4,5,0,3,1,3,6,7,7,7,8,9,10,5,13,12,11,14
Q13503,Q13503,MED21_HUMAN,Mediator of RNA polymerase II transcription subunit 21,Mediator of RNA polymerase II transcription subunit 21,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13505,Q13505,MTX1_HUMAN,Metaxin-1,Metaxin-1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13509,Q13509,TBB3_HUMAN,Tubulin beta-3 chain,Tubulin beta-3 chain,4,7,4,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Q13523,Q13523,PRP4B_HUMAN,Serine/threonine-protein kinase PRP4 homolog,Serine/threonine-protein kinase PRP4 homolog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13541,Q13541,4EBP1_HUMAN,Eukaryotic translation initiation factor 4E-binding protein 1,Eukaryotic translation initiation factor 4E-binding protein 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13546,Q13546,RIPK1_HUMAN,Receptor-interacting serine/threonine-protein kinase 1,Receptor-interacting serine/threonine-protein kinase 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13547,Q13547,HDAC1_HUMAN,Histone deacetylase 1,Histone deacetylase 1,9,8,10,5,16,18,14,18,10,10,11,12,8,7,3,6,3,6,2,4,0,0,0,0
Q13554,Q13554,KCC2B_HUMAN,Calcium/calmodulin-dependent protein kinase type II subunit beta,Calcium/calmodulin-dependent protein kinase type II subunit beta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13557,Q13557,KCC2D_HUMAN,Calcium/calmodulin-dependent protein kinase type II subunit delta,Calcium/calmodulin-dependent protein kinase type II subunit delta,0,0,0,0,1,1,2,1,2,0,2,2,1,0,1,1,1,2,1,0,1,0,0,0
Q13561,Q13561,DCTN2_HUMAN,Dynactin subunit 2,Dynactin subunit 2,4,4,2,4,8,9,11,8,3,4,3,2,1,1,1,2,4,4,3,5,5,3,4,1
Q13564,Q13564,ULA1_HUMAN,NEDD8-activating enzyme E1 regulatory subunit,NEDD8-activating enzyme E1 regulatory subunit,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Q13573,Q13573,SNW1_HUMAN,SNW domain-containing protein 1,SNW domain-containing protein 1,0,0,1,0,2,2,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Q13586,Q13586,STIM1_HUMAN,Stromal interaction molecule 1,Stromal interaction molecule 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Q13595,Q13595,TRA2A_HUMAN,Transformer-2 protein homolog alpha,Transformer-2 protein homolog alpha,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13596,Q13596,SNX1_HUMAN,Sorting nexin-1,Sorting nexin-1,3,1,1,2,2,2,4,3,2,4,6,1,0,0,1,0,1,0,1,2,16,15,17,19
Q13601,Q13601,KRR1_HUMAN,KRR1 small subunit processome component homolog,KRR1 small subunit processome component homolog,1,1,0,2,3,5,5,3,0,0,0,0,0,0,1,0,0,2,1,1,3,4,3,2
Q13608,Q13608,PEX6_HUMAN,Peroxisomal ATPase PEX6,Peroxisomal ATPase PEX6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13610,Q13610,PWP1_HUMAN,Periodic tryptophan protein 1 homolog,Periodic tryptophan protein 1 homolog,5,4,6,3,5,7,6,5,0,0,0,0,0,0,0,0,2,0,1,1,4,4,4,3
Q13613,Q13613,MTMR1_HUMAN,Myotubularin-related protein 1,Myotubularin-related protein 1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13614,Q13614,MTMR2_HUMAN,Myotubularin-related protein 2,Myotubularin-related protein 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13615,Q13615,MTMR3_HUMAN,Myotubularin-related protein 3,Myotubularin-related protein 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13616,Q13616,CUL1_HUMAN,Cullin-1,Cullin-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q13617,Q13617,CUL2_HUMAN,Cullin-2,Cullin-2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13618,Q13618,CUL3_HUMAN,Cullin-3,Cullin-3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13620,Q13620,CUL4B_HUMAN,Cullin-4B,Cullin-4B,1,1,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
Q13625,Q13625,ASPP2_HUMAN,Apoptosis-stimulating of p53 protein 2,Apoptosis-stimulating of p53 protein 2,0,2,0,0,3,4,1,2,4,3,3,3,2,2,0,5,5,12,7,3,0,0,1,0
Q13637,Q13637,RAB32_HUMAN,Ras-related protein Rab-32,Ras-related protein Rab-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13642,Q13642,FHL1_HUMAN,Four and a half LIM domains protein 1,Four and a half LIM domains protein 1,2,0,2,2,2,1,1,1,2,3,1,3,1,0,1,1,2,1,1,1,0,2,0,1
Q13643,Q13643,FHL3_HUMAN,Four and a half LIM domains protein 3,Four and a half LIM domains protein 3,0,0,0,0,2,3,2,3,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Q13724,Q13724,MOGS_HUMAN,Mannosyl-oligosaccharide glucosidase,Mannosyl-oligosaccharide glucosidase,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13769,Q13769,THOC5_HUMAN,THO complex subunit 5 homolog,THO complex subunit 5 homolog,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13795,Q13795,ARFRP_HUMAN,ADP-ribosylation factor-related protein 1,ADP-ribosylation factor-related protein 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Q13813,Q13813,SPTN1_HUMAN,"Spectrin alpha chain, non-erythrocytic 1","Spectrin alpha chain, non-erythrocytic 1",4,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0
Q13823,Q13823,NOG2_HUMAN,Nucleolar GTP-binding protein 2,Nucleolar GTP-binding protein 2,2,3,2,8,15,14,19,20,0,0,0,0,0,0,0,0,4,3,3,1,9,7,7,3
Q13825,Q13825,AUHM_HUMAN,"Methylglutaconyl-CoA hydratase, mitochondrial","Methylglutaconyl-CoA hydratase, mitochondrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13867,Q13867,BLMH_HUMAN,Bleomycin hydrolase,Bleomycin hydrolase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13868,Q13868,EXOS2_HUMAN,Exosome complex component RRP4,Exosome complex component RRP4,1,0,2,2,3,3,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
Q13884,Q13884,SNTB1_HUMAN,Beta-1-syntrophin,Beta-1-syntrophin,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1
Q13885,Q13885,TBB2A_HUMAN,Tubulin beta-2A chain,Tubulin beta-2A chain,2,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
Q13888,Q13888,TF2H2_HUMAN,General transcription factor IIH subunit 2,General transcription factor IIH subunit 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13889,Q13889,TF2H3_HUMAN,General transcription factor IIH subunit 3,General transcription factor IIH subunit 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13895,Q13895,BYST_HUMAN,Bystin,Bystin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0
Q13901,Q13901,C1D_HUMAN,Nuclear nucleic acid-binding protein C1D,Nuclear nucleic acid-binding protein C1D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13948,Q13948,CASP_HUMAN,Protein CASP,Protein CASP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1
Q13951,Q13951,PEBB_HUMAN,Core-binding factor subunit beta,Core-binding factor subunit beta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14004,Q14004,CDK13_HUMAN,Cyclin-dependent kinase 13,Cyclin-dependent kinase 13,0,0,0,0,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Q14008,Q14008,CKAP5_HUMAN,Cytoskeleton-associated protein 5,Cytoskeleton-associated protein 5,5,4,4,7,19,21,16,16,7,8,6,7,4,5,7,4,17,18,17,15,1,0,1,0
Q14011,Q14011,CIRBP_HUMAN,Cold-inducible RNA-binding protein,Cold-inducible RNA-binding protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q14012,Q14012,KCC1A_HUMAN,Calcium/calmodulin-dependent protein kinase type 1,Calcium/calmodulin-dependent protein kinase type 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14019,Q14019,COTL1_HUMAN,Coactosin-like protein,Coactosin-like protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14061,Q14061,COX17_HUMAN,Cytochrome c oxidase copper chaperone,Cytochrome c oxidase copper chaperone,17,12,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14103,Q14103,HNRPD_HUMAN,Heterogeneous nuclear ribonucleoprotein D0,Heterogeneous nuclear ribonucleoprotein D0,2,3,2,1,1,1,3,2,0,1,1,1,0,0,0,0,0,0,0,0,5,7,4,2
Q14114,Q14114,LRP8_HUMAN,Low-density lipoprotein receptor-related protein 8,Low-density lipoprotein receptor-related protein 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14118,Q14118,DAG1_HUMAN,Dystroglycan 1,Dystroglycan 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14119,Q14119,VEZF1_HUMAN,Vascular endothelial zinc finger 1,Vascular endothelial zinc finger 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14126,Q14126,DSG2_HUMAN,Desmoglein-2,Desmoglein-2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,9,13,13,14
Q14137,Q14137,BOP1_HUMAN,Ribosome biogenesis protein BOP1,Ribosome biogenesis protein BOP1,1,1,0,1,2,3,2,5,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0
Q14139,Q14139,UBE4A_HUMAN,Ubiquitin conjugation factor E4 A,Ubiquitin conjugation factor E4 A,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q14141,Q14141,SEPT6_HUMAN,Septin-6,Septin-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14145,Q14145,KEAP1_HUMAN,Kelch-like ECH-associated protein 1,Kelch-like ECH-associated protein 1,0,1,1,2,2,3,4,3,3,2,2,4,3,1,4,2,4,3,4,3,0,0,2,0
Q14146,Q14146,URB2_HUMAN,Unhealthy ribosome biogenesis protein 2 homolog,Unhealthy ribosome biogenesis protein 2 homolog,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14149,Q14149,MORC3_HUMAN,MORC family CW-type zinc finger protein 3,MORC family CW-type zinc finger protein 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14152,Q14152,EIF3A_HUMAN,Eukaryotic translation initiation factor 3 subunit A,Eukaryotic translation initiation factor 3 subunit A,7,6,6,7,25,24,19,24,8,7,6,9,3,4,2,2,28,24,22,22,6,4,2,2
Q14155,Q14155,ARHG7_HUMAN,Rho guanine nucleotide exchange factor 7,Rho guanine nucleotide exchange factor 7,0,0,0,0,1,3,2,1,0,0,0,0,0,0,0,1,1,0,3,2,0,0,0,0
Q14156,Q14156,EFR3A_HUMAN,Protein EFR3 homolog A,Protein EFR3 homolog A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14157,Q14157,UBP2L_HUMAN,Ubiquitin-associated protein 2-like,Ubiquitin-associated protein 2-like,7,10,9,8,11,12,13,12,3,8,4,5,2,0,1,1,18,17,17,17,0,0,0,0
Q14160,Q14160,SCRIB_HUMAN,Protein scribble homolog,Protein scribble homolog,0,0,0,0,1,1,1,2,0,2,0,0,0,0,0,0,4,3,3,2,1,1,1,0
Q14161,Q14161,GIT2_HUMAN,ARF GTPase-activating protein GIT2,ARF GTPase-activating protein GIT2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14165,Q14165,MLEC_HUMAN,Malectin,Malectin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q14181,Q14181,DPOA2_HUMAN,DNA polymerase alpha subunit B,DNA polymerase alpha subunit B,0,2,1,0,3,3,2,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
Q14186,Q14186,TFDP1_HUMAN,Transcription factor Dp-1,Transcription factor Dp-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14191,Q14191,WRN_HUMAN,Bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN,Bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14192,Q14192,FHL2_HUMAN,Four and a half LIM domains protein 2,Four and a half LIM domains protein 2,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Q14194,Q14194,DPYL1_HUMAN,Dihydropyrimidinase-related protein 1,Dihydropyrimidinase-related protein 1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
Q14195,Q14195,DPYL3_HUMAN,Dihydropyrimidinase-related protein 3,Dihydropyrimidinase-related protein 3,5,6,5,6,14,10,10,13,11,9,11,10,7,5,8,7,12,15,14,13,0,2,4,2
Q14197,Q14197,ICT1_HUMAN,Large ribosomal subunit protein mL62,Large ribosomal subunit protein mL62,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14202,Q14202,ZMYM3_HUMAN,Zinc finger MYM-type protein 3,Zinc finger MYM-type protein 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14203,Q14203,DCTN1_HUMAN,Dynactin subunit 1,Dynactin subunit 1,4,3,4,2,8,9,16,11,6,4,5,3,2,2,0,1,13,7,9,5,5,6,9,10
Q14204,Q14204,DYHC1_HUMAN,Cytoplasmic dynein 1 heavy chain 1,Cytoplasmic dynein 1 heavy chain 1,7,3,7,11,63,50,42,46,7,6,7,10,8,7,5,10,34,31,29,32,68,68,82,71
Q14207,Q14207,NPAT_HUMAN,Protein NPAT,Protein NPAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14232,Q14232,EI2BA_HUMAN,Translation initiation factor eIF-2B subunit alpha,Translation initiation factor eIF-2B subunit alpha,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Q14241,Q14241,ELOA1_HUMAN,Elongin-A,Elongin-A,0,0,1,0,6,7,6,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Q14244,Q14244,MAP7_HUMAN,Ensconsin,Ensconsin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14247,Q14247,SRC8_HUMAN,Src substrate cortactin,Src substrate cortactin,51,46,50,55,33,29,27,25,16,14,16,18,37,35,40,38,41,40,51,33,11,14,13,14
Q14249,Q14249,NUCG_HUMAN,"Endonuclease G, mitochondrial","Endonuclease G, mitochondrial",42,45,44,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14254,Q14254,FLOT2_HUMAN,Flotillin-2,Flotillin-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,2
Q14257,Q14257,RCN2_HUMAN,Reticulocalbin-2,Reticulocalbin-2,5,5,5,4,3,1,6,5,2,2,3,2,1,1,1,1,5,5,5,4,9,7,9,6
Q14258,Q14258,TRI25_HUMAN,E3 ubiquitin/ISG15 ligase TRIM25,E3 ubiquitin/ISG15 ligase TRIM25,1,1,3,1,6,6,5,4,6,5,4,5,3,3,4,3,11,10,14,6,1,0,2,3
Q14315,Q14315,FLNC_HUMAN,Filamin-C,Filamin-C,37,39,36,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Q14318,Q14318,FKBP8_HUMAN,Peptidyl-prolyl cis-trans isomerase FKBP8,Peptidyl-prolyl cis-trans isomerase FKBP8,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14320,Q14320,FA50A_HUMAN,Protein FAM50A,Protein FAM50A,0,0,0,0,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14331,Q14331,FRG1_HUMAN,Protein FRG1,Protein FRG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14353,Q14353,GAMT_HUMAN,Guanidinoacetate N-methyltransferase,Guanidinoacetate N-methyltransferase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14444,Q14444,CAPR1_HUMAN,Caprin-1,Caprin-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,2,4,1,1,0,1
Q14457,Q14457,BECN1_HUMAN,Beclin-1,Beclin-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14493,Q14493,SLBP_HUMAN,Histone RNA hairpin-binding protein,Histone RNA hairpin-binding protein,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14498,Q14498,RBM39_HUMAN,RNA-binding protein 39,RNA-binding protein 39,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3
Q14562,Q14562,DHX8_HUMAN,ATP-dependent RNA helicase DHX8,ATP-dependent RNA helicase DHX8,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,2
Q14566,Q14566,MCM6_HUMAN,DNA replication licensing factor MCM6,DNA replication licensing factor MCM6,4,3,4,2,3,3,5,6,0,0,0,0,0,0,0,0,1,2,2,0,1,2,2,2
Q14571,Q14571,ITPR2_HUMAN,"Inositol 1,4,5-trisphosphate receptor type 2","Inositol 1,4,5-trisphosphate receptor type 2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Q14573,Q14573,ITPR3_HUMAN,"Inositol 1,4,5-trisphosphate receptor type 3","Inositol 1,4,5-trisphosphate receptor type 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14574,Q14574,DSC3_HUMAN,Desmocollin-3,Desmocollin-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0
Q14588,Q14588,ZN234_HUMAN,Zinc finger protein 234,Zinc finger protein 234,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q14592,Q14592,ZN460_HUMAN,Zinc finger protein 460,Zinc finger protein 460,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14596,Q14596,NBR1_HUMAN,Next to BRCA1 gene 1 protein,Next to BRCA1 gene 1 protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
Q14643,Q14643,ITPR1_HUMAN,"Inositol 1,4,5-trisphosphate receptor type 1","Inositol 1,4,5-trisphosphate receptor type 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14651,Q14651,PLSI_HUMAN,Plastin-1,Plastin-1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Q14669,Q14669,TRIPC_HUMAN,E3 ubiquitin-protein ligase TRIP12,E3 ubiquitin-protein ligase TRIP12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Q14671,Q14671,PUM1_HUMAN,Pumilio homolog 1,Pumilio homolog 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14674,Q14674,ESPL1_HUMAN,Separin,Separin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Q14676,Q14676,MDC1_HUMAN,Mediator of DNA damage checkpoint protein 1,Mediator of DNA damage checkpoint protein 1,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14677,Q14677,EPN4_HUMAN,Clathrin interactor 1,Clathrin interactor 1,5,2,5,4,7,4,5,4,4,3,5,5,3,3,3,3,6,4,4,2,23,23,23,21
Q14683,Q14683,SMC1A_HUMAN,Structural maintenance of chromosomes protein 1A,Structural maintenance of chromosomes protein 1A,10,10,10,9,17,18,14,14,2,1,5,2,2,1,2,3,4,5,3,5,26,22,24,28
Q14684,Q14684,RRP1B_HUMAN,Ribosomal RNA processing protein 1 homolog B,Ribosomal RNA processing protein 1 homolog B,17,21,20,23,29,27,31,31,5,5,1,4,9,4,4,5,18,16,15,10,22,24,20,23
Q14686,Q14686,NCOA6_HUMAN,Nuclear receptor coactivator 6,Nuclear receptor coactivator 6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q14687,Q14687,GSE1_HUMAN,Genetic suppressor element 1,Genetic suppressor element 1,0,0,0,0,3,1,2,3,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
